code,name
PSX S159061,environmental intiative planning
PSX S159062,Administration of housing advances
PSX S159063,Social work: Older persons
PSX S159064,Children and families services
PSX S159065,Asylum seekers and refugees services
PSX S159066,Other personal social services
PSX S159067,District courts
PSX S159068,factory building and industrial estates
PSX S159069,"flood prevention, harbours and slaughterhouses"
PSX S159070,Coast protection and countryside
PSX S159071,Community education
PSX S159072,Social work: sickness
PSX S159073,Social work: other adults
PSX S159074,Public transport
PSX S159075,Concessionary fares
PSX S159076,HRA housing
PSX S159102,Scottish Executive: Administration 3
PSX S159103,Scottish Executive: Administration 4
PSX S159104,Scottish Executive: Administration 5
PSX S159105,Scottish Executive: Administration 6
PSX S159106,Scottish Executive: Administration 7
PSX S159107,Scottish Executive: Administration 8
PSX S159108,Scottish Executive: Administration 9
PSX S159109,Scottish Executive: Administration 10
PSX S159110,Scottish Executive: Administration 11
PSX S159111,Scottish Executive: Administration 12
PSX S159112,Scottish Executive: Administration 13
PSX S159113,Scottish Executive: Administration 14
PSX S159114,Scottish Executive: Administration 15
PSX S159115,Scottish Executive: Administration 16
PSX S159116,Scottish Executive: Administration 17
PSX S159117,Scottish Executive: Administration 18
PSX S159118,Scottish Executive: Administration 19
PSX S159119,Scottish Executive: Administration 20
PSX S159120,Scottish Executive: Administration 21
PSX S159121,Scottish Executive: Administration 22
PSX S159122,Scottish Executive: Administration 23
PSX S159123,Scottish Executive: Administration 24
PSX S159124,Scottish Executive: Administration 25
PSX S159125,Scottish Executive: Administration 26
PSX S159126,Scottish Executive: Administration 27
PSX S159127,Scottish Executive: Administration 28
PSX S159128,Scottish Executive: Administration 29
PSX S159129,Scottish Executive: Administration 30
PSX S159130,Scottish Executive: Administration 31
PSX S159131,Scottish Executive: Administration 32
PSX S159132,Scottish Executive: Administration 33
PSX S159133,Scottish Executive: Administration 34
PSX S159134,Scottish Executive: Administration 35
PSX S159135,Scottish Executive: Administration 36
PSX S159138,Scottish Executive: Administration 39
PSX S159139,Scottish Executive: Administration 40
PSX S159140,Scottish Executive: Administration 41
PSX S159143,Scottish Executive: Administration 44
PSX S159144,Scottish Executive: Administration 45
PSX S159145,Scottish Executive: Administration 46
PSX S159147,Scottish Executive: Administration 48
PSX S159148,Scottish Executive: Administration 49
PSX S159149,Scottish Executive: Administration 50
PSX S159152,Scottish Executive: Administration 53
PSX S159201,General Registers Office for Scotland 2
PSX S159202,General Registers Office for Scotland 3
PSX S159203,General Registers Office for Scotland 4
PSX S159204,General Registers Office for Scotland 5
PSX S159205,General Registers Office for Scotland 6
PSX S159208,General Registers Office for Scotland 9
PSX S159301,National Archives of Scotland 2
PSX S159304,National Archives of Scotland 5
PSX S159305,National Archives of Scotland 6
PSX S159306,National Archives of Scotland 7
PSX S159307,National Archives of Scotland 8
PSX S159308,National Archives of Scotland 9
PSX S159309,National Archives of Scotland 10
PSX S159310,National Archives of Scotland 11
PSX S159311,National Archives of Scotland 12
PSX S159314,National Archives of Scotland 15
PSX S159315,National Archives of Scotland 16
PSX S159316,National Archives of Scotland 17
PSX S159318,National Archives of Scotland 19
PSX S159400,Crown Office 1
PSX S159403,Crown Office 4
PSX S159404,Crown Office 5
PSX S159405,Crown Office 6
PSX S159500,Forestry Commission (Scotland) 1
PSX S159501,Forestry Commission (Scotland) 2
PSX S159502,Forestry Commission (Scotland) 3
PSX S159503,Forestry Commission (Scotland) 4
PSX S159551,Forest Enterprise (Scotland) 2
PSX S159552,Forest Enterprise (Scotland) 3
PSX S159556,Forest Enterprise (Scotland) 7
PSX S159600,Food Standards Agency 1
PSX S159601,Food Standards Agency 2
PSX S159701,Scottish Parliament 2
PSX S159702,Scottish Parliament 3
PSX S159705,Scottish Parliament 6
PSX S159706,Scottish Parliament 7
PSX S159800,Audit: Central & Miscellaneous Services 1
PSX S159850,Audit Scotland 1
PSX S159997,outside TME on services
PSX S180600,Teachers' superan (Scotland)
PSX S180800,NHS (superan) Scotland
PSX S270516,FEOGA REIMBURSEMENTS
PSX S270811,FISHERIES RESEARCH AND DEVELOPMENT
PWA S160152,Arterial drainage and flood protection
PWA S160155,Other agriculture
PWA S160158,ESH - Delivery Partners
PWA S160159,ESH - Sustainable Environment
PWA S160160,(PWA S160160 Waste)
PWA S160161,(PWA S160161 Flooding & Water)
PWA S160162,(PWA S160162 Planning)
PWA S160163,(PWA S160163 Animal Disease Control & Welfare)
PWA S160164,"Food, Fisheries and the Environment"
PWA S160165,(PWA S160165 Single Payment Schemes)
PWA S160166,(PWA S160166 Sustainable Rural Economy & Communities)
PWA S160167,Forestry Commission Wales
PWA S160170,Ensuring animal and plant health
PWA S160175,Maintaining Farming and Fisheries Industries
PWA S160180,Supporting Rural Communities
PWA S160185,PWAS160185 Helping agriculture adapt for the future
PWA S160190,Sustainable management of our agricultural environment
PWA S160250,Welsh Office Industry(Cash limited)
PWA S160256,WELSH DEVELOPMENT AGENCY (MERGED) CASH LIMITED
PWA S160260,Wales Tourist Board
PWA S160262,Industrial and commercial
PWA S160263,Consumer protection
PWA S160270,Innovation and Competitiveness
PWA S160271,alias tbd
PWA S160272,Telecommunications infrastructure
PWA S160273,Regeneration Packages
PWA S160274,Domestic and International business promotion
PWA S160275,Support for employment creation
PWA S160276,- International Business Promotion
PWA S160278,- Policy Research & Evaluation
PWA S160450,Roads and transport
PWA S160452,LA Roads & Transport
PWA S160453,Local public transport
PWA S160454,Airports and Piers
PWA S160460,Maintain the Trunk Network
PWA S160461,Improve the Trunk road network
PWA S160462,Improve rail and air services
PWA S160464,Improve integration and delivery of local transport
PWA S160465,Improve road safety
PWA S160466,Improve the quality of the local environment
PWA S160467,Support Walking and Cycling
PWA S160550,Housing - Voted (Cash Limited)
PWA S160554,Housing
PWA S160560,Strengthening and Regenerating Communities
PWA S160563,Safer Communities
PWA S160566,Housing - New Provision
PWA S160567,Improving Housing
PWA S160568,Stronger Communities
PWA S160569,Supporting vulnerable/ at risk people
PWA S160574,HRA housing
PWA S160650,CADW
PWA S160652,Other O E S Services
PWA S160671,National Parks
PWA S160672,Planning and development
PWA S160673,Coast protection
PWA S160680,Quality of the Environment
PWA S160685,Planning for our built and natural environment
PWA S160690,Sympathetic management of all our natural environments
PWA S160701,Non School Expenditure
PWA S160751,EC Intercultural education projects (net)
PWA S160765,National Council for Education & Training for Wales
PWA S160766,Under 5's
PWA S160767,Further and Higher Education
PWA S160768,Miscellaneous Education
PWA S160771,Pre Primary Education
PWA S160772,Primary education
PWA S160773,PWA160773 Early years and Support for Children
PWA S160774,School Infrastructure
PWA S160775,Improved Standards
PWA S160776,Inclusion/Pupil Support
PWA S160777,Practitioner Development
PWA S160778,Higher level learning
PWA S160779,Learner and Student Finance
PWA S160780,Lifelong Learning & Skills for Young People & Adults
PWA S160801,National Library of Wales
PWA S160802,National Museum of Wales
PWA S160803,Other - arts and libraries
PWA S160804,LA Arts - capital
PWA S160810,Arts Council of Wales; grant in aid
PWA S160811,Sports Council for Wales
PWA S160812,Royal Commission for Ancient and Historic Monuments
PWA S160813,Welsh language
PWA S160815,Sport and recreation
PWA S160926,"CG personal social services, CG grants to LA and credit approvals"
PWA S160934,Homelessness
PWA S160940,Primary Care
PWA S160941,Mental Health
PWA S160942,Chronic Diseases
PWA S160943,Cancer
PWA S160944,Other Healthcare Conditions
PWA S160945,Better Access
PWA S160946,Prevention
PWA S160947,Children and Youth Justice services
PWA S160948,Older Persons Strategy
PWA S160949,Other Adult Social Care
PWA S160950,Workforce Development
PWA S160951,Information Central Budgets
PWA S160952,Quality and Patient Safety
PWA S160954,NHS Allocations
PWA S161050,National non-domestic rate collection costs
PWA S161062,Valuation Office and Other Local Government Service
PWA S161063,Local Authority
PWA S161140,Other Assembly Services
PWA S161146,Inspectorates
PWA S161147,Health Commision Wales
PWA S161148,WEFO
PWA S161149,CADW Admin
PWA S161150,Central administration
PWA S161151,National Assembly for Wales Commission
PWA S161153,NAW RESERVE
PWA S161157,Public Sevice Ombudsman & Auditor General for Wales
PWA S161159,Other general Local exp
PWA S161160,General admin/Derelict land
PWA S161356,European Funding
PWA S161360,"Cemetery, cremation and mortuary services"
PWA S161361,Other exec and leg organs from RO9
PWA S161362,Community council precepts
PWA S161363,other levies
PWA S161364,Small surpluses/deficits on internal trading accounts
PWA S161365,Other adjustments to net current expenditure
PWA S161366,Food safety
PWA S161367,Sea fisheries levies
PWA S161368,Street lighting
PWA S161369,PWA S161368 Concenssionary fares
PWA S161370,community development
PWA S161371,biodiversity and landscape
PWA S161372,Building and development control
PWA S161373,Waste collection and disposal
PWA S161374,coast protection
PWA S161400,environmental health
PWA S161401,Slum clearance
PWA S161402,Miscellaneous general public services
PWA S167375,community safety services
PWA S167376,Environment agency and internal drainage board levies
PWA S167377,National Park levies
PWA S167378,local flood defence levies
PWA S167379,other welfare services
PWA S167380,NDC costs on counil houses
PWA S167381,Archives
PWA S167382,NDC costs on cultural and related services
PWA S167383,youth service
PWA S167384,home to college transport
PWA S167385,student support: discretionary awards
PWA S167386,Other continuing education
PWA S167387,Other secondary
PWA S167388,student support: mandatory awards
PWA S167389,subsidiary services to educ
PWA S167390,nec educ
PWA S167391,NDC costs on education
PWA S167392,older people
PWA S167393,families and children PSS
PWA S167394,supported adult employment
PWA S167395,PWA S167394 asylum seekers
PWA S167396,other social services
PWA S167397,supporting people
PWA S167398,general admin
PWA S167399,other trading services
